"endTime","artistName","trackName","msPlayed","segPlayed","minPlayed","mesAño"
2019-08-02 12:31:00,"Kanye West","Devil In A New Dress",0,0,0,"agosto 19"
2019-08-02 12:34:00,"Kanye West","Good Morning",195093,195.093,3.25,"agosto 19"
2019-08-02 12:40:00,"Kanye West","Devil In A New Dress",351947,351.947,5.87,"agosto 19"
2019-08-02 12:44:00,"Kanye West","Real Friends",202000,202,3.37,"agosto 19"
2019-08-02 12:44:00,"Kanye West","Flashing Lights",8000,8,0.13,"agosto 19"
2019-08-02 12:48:00,"Kanye West","Ghost Town",271056,271.056,4.52,"agosto 19"
2019-08-02 12:52:00,"Kanye West","Famous",196040,196.04,3.27,"agosto 19"
2019-08-02 12:58:00,"Kanye West","Runaway",62000,62,1.03,"agosto 19"
2019-08-02 13:04:00,"Kanye West","Runaway",372774,372.774,6.21,"agosto 19"
2019-08-02 13:09:00,"Kanye West","Runaway",174546,174.546,2.91,"agosto 19"
2019-08-02 13:23:00,"Kanye West","Runaway",7147,7.147,0.12,"agosto 19"
2019-08-02 13:24:00,"Kanye West","Ultralight Beam",2025,2.025,0.03,"agosto 19"
2019-08-02 13:24:00,"Kanye West","Good Life",3573,3.573,0.06,"agosto 19"
2019-08-02 13:24:00,"KIDS SEE GHOSTS","Reborn",3322,3.322,0.06,"agosto 19"
2019-08-02 13:24:00,"Kanye West","Monster",5254,5.254,0.09,"agosto 19"
2019-08-02 13:24:00,"Kanye West","All Falls Down",2598,2.598,0.04,"agosto 19"
2019-08-02 13:24:00,"Kanye West","Mercy",5351,5.351,0.09,"agosto 19"
2019-08-02 13:24:00,"Kanye West","Father Stretch My Hands Pt. 1",5282,5.282,0.09,"agosto 19"
2019-08-02 13:28:00,"Kanye West","Flashing Lights",237506,237.506,3.96,"agosto 19"
2019-08-02 13:32:00,"Kanye West","Bound 2",229146,229.146,3.82,"agosto 19"
2019-08-02 13:35:00,"Kanye West","Homecoming",203493,203.493,3.39,"agosto 19"
2019-08-02 13:46:00,"Kanye West","Clique",293613,293.613,4.89,"agosto 19"
2019-08-02 13:52:00,"KIDS SEE GHOSTS","4th Dimension",28395,28.395,0.47,"agosto 19"
2019-08-02 13:52:00,"Kanye West","Blood On The Leaves",359800,359.8,6,"agosto 19"
2019-08-02 14:05:00,"Kanye West","Violent Crimes",1710,1.71,0.03,"agosto 19"
2019-08-02 14:05:00,"KIDS SEE GHOSTS","4th Dimension",119689,119.689,1.99,"agosto 19"
2019-08-02 14:05:00,"Kanye West","Love Lockdown",415,0.415,0.01,"agosto 19"
2019-08-02 14:05:00,"Kanye West","Love Lockdown",0,0,0,"agosto 19"
2019-08-02 14:05:00,"Kanye West","FML",1472,1.472,0.02,"agosto 19"
2019-08-02 14:05:00,"Kanye West","FML",0,0,0,"agosto 19"
2019-08-02 14:09:00,"Kanye West","Violent Crimes",215320,215.32,3.59,"agosto 19"
2019-08-02 14:13:00,"Kanye West","Can't Tell Me Nothing",271600,271.6,4.53,"agosto 19"
2019-08-02 14:19:00,"Kanye West","Champions",334253,334.253,5.57,"agosto 19"
2019-08-02 14:23:00,"Kanye West","I Wonder",243440,243.44,4.06,"agosto 19"
2019-08-02 14:24:00,"Kanye West","Touch The Sky",57944,57.944,0.97,"agosto 19"
2019-08-02 19:14:00,"Kanye West","Stronger",19000,19,0.32,"agosto 19"
2019-08-02 21:40:00,"Luis Arcaraz Y Su Orquesta","Viajera",197373,197.373,3.29,"agosto 19"
2019-08-02 21:43:00,"Lucho Gatica","Piel Canela - 2001 Digital Remaster",185720,185.72,3.1,"agosto 19"
2019-08-02 21:46:00,"Los Bribones","Devuélveme el Corazón",161693,161.693,2.69,"agosto 19"
2019-08-02 21:46:00,"Los Solitarios","Sufrir",15923,15.923,0.27,"agosto 19"
2019-08-02 21:49:00,"Billie Holiday","April In Paris",185586,185.586,3.09,"agosto 19"
2019-08-02 21:53:00,"Billie Holiday","I'm a Fool to Want You",203266,203.266,3.39,"agosto 19"
2019-08-02 21:56:00,"Chet Baker","I Fall In Love Too Easily - 2004 Digital Remaster",200853,200.853,3.35,"agosto 19"
2019-08-02 22:02:00,"Peter Sandberg","My Heart Is For You",334814,334.814,5.58,"agosto 19"
2019-08-02 22:06:00,"Bladverk Band","Constellations",249849,249.849,4.16,"agosto 19"
2019-08-02 22:11:00,"Rebecka Törnqvist","After You're Gone",299760,299.76,5,"agosto 19"
2019-08-02 22:15:00,"Marie Bergman","It Amazes Me",262920,262.92,4.38,"agosto 19"
2019-08-02 22:42:00,"Kanye West","Touch The Sky",177557,177.557,2.96,"agosto 19"
2019-08-02 22:46:00,"Kanye West","Amazing",238333,238.333,3.97,"agosto 19"
2019-08-02 22:50:00,"Kanye West","Jesus Walks",193733,193.733,3.23,"agosto 19"
2019-08-02 22:54:00,"Kanye West","Don't Like.1",266856,266.856,4.45,"agosto 19"
2019-08-02 22:54:00,"Kanye West","Don't Like.1",13191,13.191,0.22,"agosto 19"
2019-08-02 23:07:00,"Peras y manzanas","Inflación",740255,740.255,12.34,"agosto 19"
2019-08-02 23:21:00,"Peras y manzanas","¿Qué necesita México para crecer?",863735,863.735,14.4,"agosto 19"
2019-08-02 23:23:00,"Peras y manzanas","Plan económico de AMLO",86950,86.95,1.45,"agosto 19"
2019-08-02 23:23:00,"Peras y manzanas","¿Cómo funciona el presupuesto?",820,0.82,0.01,"agosto 19"
2019-08-02 23:41:00,"Peras y manzanas","Perspectivas económicas.",1083600,1083.6,18.06,"agosto 19"
2019-08-02 23:53:00,"Peras y manzanas","¿Cómo funciona el presupuesto?",40028,40.028,0.67,"agosto 19"
2019-08-03 01:42:00,"Kanye West","Through The Wire",221226,221.226,3.69,"agosto 19"
2019-08-03 01:48:00,"Kanye West","The New Workout Plan",322800,322.8,5.38,"agosto 19"
2019-08-03 01:51:00,"Kanye West","Fade",193747,193.747,3.23,"agosto 19"
2019-08-03 01:55:00,"Rihanna","FourFiveSeconds",2529,2.529,0.04,"agosto 19"
2019-08-03 01:55:00,"Kanye West","Heard 'Em Say",203733,203.733,3.4,"agosto 19"
2019-08-03 01:55:00,"Kanye West","Heartless",6456,6.456,0.11,"agosto 19"
2019-08-03 01:55:00,"Kanye West","Hold My Liquor",10631,10.631,0.18,"agosto 19"
2019-08-03 01:55:00,"Kanye West","All Of The Lights",19797,19.797,0.33,"agosto 19"
2019-08-03 01:55:00,"Kanye West","No More Parties In LA",18057,18.057,0.3,"agosto 19"
2019-08-03 01:56:00,"Kanye West","Paranoid",1808,1.808,0.03,"agosto 19"
2019-08-03 01:56:00,"Kanye West","Yikes",1955,1.955,0.03,"agosto 19"
2019-08-03 01:56:00,"Kanye West","Hey Mama",2995,2.995,0.05,"agosto 19"
2019-08-03 01:56:00,"Kanye West","All Day",3601,3.601,0.06,"agosto 19"
2019-08-03 01:56:00,"Kanye West","POWER",947,0.947,0.02,"agosto 19"
2019-08-03 01:56:00,"Kanye West","Black Skinhead",1545,1.545,0.03,"agosto 19"
2019-08-03 01:56:00,"Kanye West","Waves",1139,1.139,0.02,"agosto 19"
2019-08-03 01:58:00,"Kanye West","Everything I Am",3451,3.451,0.06,"agosto 19"
2019-08-03 01:58:00,"Kanye West","Gorgeous",1180,1.18,0.02,"agosto 19"
2019-08-03 01:58:00,"Kanye West","All Mine",145506,145.506,2.43,"agosto 19"
2019-08-03 01:58:00,"Kanye West","Gold Digger",1486,1.486,0.02,"agosto 19"
2019-08-03 01:58:00,"Kanye West","New Slaves",697,0.697,0.01,"agosto 19"
2019-08-03 01:58:00,"Kanye West","Dark Fantasy",6571,6.571,0.11,"agosto 19"
2019-08-03 01:58:00,"Kanye West","Wolves",992,0.992,0.02,"agosto 19"
2019-08-03 01:58:00,"Kanye West","Stronger",1024,1.024,0.02,"agosto 19"
2019-08-03 01:59:00,"Kanye West","I Love It (& Lil Pump)",1484,1.484,0.02,"agosto 19"
2019-08-03 01:59:00,"Kanye West","Good Life",3884,3.884,0.06,"agosto 19"
2019-08-03 02:03:00,"Kanye West","Ghost Town",271386,271.386,4.52,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Amazing",994,0.994,0.02,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Touch The Sky",794,0.794,0.01,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Real Friends",1242,1.242,0.02,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Champions",1093,1.093,0.02,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Flashing Lights",1627,1.627,0.03,"agosto 19"
2019-08-03 02:04:00,"Kanye West","FML",1076,1.076,0.02,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Mercy",1189,1.189,0.02,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Father Stretch My Hands Pt. 1",14893,14.893,0.25,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Homecoming",47401,47.401,0.79,"agosto 19"
2019-08-03 02:04:00,"Kanye West","Blood On The Leaves",1706,1.706,0.03,"agosto 19"
2019-08-03 02:20:00,"Kanye West","Devil In A New Dress",351557,351.557,5.86,"agosto 19"
2019-08-03 03:59:00,"Kanye West","Devil In A New Dress",1922,1.922,0.03,"agosto 19"
2019-08-03 04:03:00,"Kanye West","Bound 2",229146,229.146,3.82,"agosto 19"
2019-08-03 04:06:00,"Kanye West","Famous",196040,196.04,3.27,"agosto 19"
2019-08-03 04:09:00,"Kanye West","Good Morning",195093,195.093,3.25,"agosto 19"
2019-08-03 04:14:00,"Kanye West","Clique",260177,260.177,4.34,"agosto 19"
2019-08-03 21:31:00,"Hot Chip","Ready For The Floor",234240,234.24,3.9,"agosto 19"
2019-08-03 21:38:00,"St Germain","Rose rouge",416565,416.565,6.94,"agosto 19"
2019-08-03 21:51:00,"DJ Shadow","Six Days - Remix",18068,18.068,0.3,"agosto 19"
2019-08-03 22:24:00,"DJ Shadow","Six Days - Remix",214115,214.115,3.57,"agosto 19"
2019-08-03 22:28:00,"The Avalanches","Flight Tonight",231173,231.173,3.85,"agosto 19"
2019-08-03 22:30:00,"Supergrass","Coffee In The Pot",110013,110.013,1.83,"agosto 19"
2019-08-03 22:40:00,"Nightmares On Wax","Morse",16195,16.195,0.27,"agosto 19"
2019-08-03 23:23:00,"Nightmares On Wax","Morse",366274,366.274,6.1,"agosto 19"
2019-08-03 23:29:00,"Massive Attack","Teardrop",330773,330.773,5.51,"agosto 19"
2019-08-03 23:57:00,"Fatboy Slim","Praise You - Radio Edit",19920,19.92,0.33,"agosto 19"
2019-08-04 00:40:00,"Joshua Redman Quartet","Come What May",123569,123.569,2.06,"agosto 19"
2019-08-04 16:14:00,"Kanye West","Ghost Town",271386,271.386,4.52,"agosto 19"
2019-08-04 16:15:00,"Kanye West","Famous",7273,7.273,0.12,"agosto 19"
2019-08-04 16:24:00,"Kanye West","Runaway",547733,547.733,9.13,"agosto 19"
2019-08-04 16:26:00,"Kanye West","Father Stretch My Hands Pt. 1",135920,135.92,2.27,"agosto 19"
2019-08-04 16:31:00,"Kanye West","Mercy",332453,332.453,5.54,"agosto 19"
2019-08-04 16:49:00,"Kanye West","All Falls Down",215771,215.771,3.6,"agosto 19"
2019-08-04 18:44:00,"Kanye West","All Falls Down",7844,7.844,0.13,"agosto 19"
2019-08-04 18:50:00,"Kanye West","Monster",378893,378.893,6.31,"agosto 19"
2019-08-04 18:55:00,"Kanye West","Ultralight Beam",320680,320.68,5.34,"agosto 19"
2019-08-04 20:39:00,"KIDS SEE GHOSTS","Reborn",324664,324.664,5.41,"agosto 19"
2019-08-04 20:43:00,"Kanye West","Good Life",207000,207,3.45,"agosto 19"
2019-08-04 20:47:00,"Kanye West","Flashing Lights",237506,237.506,3.96,"agosto 19"
2019-08-04 20:50:00,"Kanye West","Bound 2",229146,229.146,3.82,"agosto 19"
2019-08-04 20:54:00,"Kanye West","Homecoming",203493,203.493,3.39,"agosto 19"
2019-08-04 20:59:00,"Kanye West","Clique",293613,293.613,4.89,"agosto 19"
2019-08-04 21:02:00,"Kanye West","Blood On The Leaves",196602,196.602,3.28,"agosto 19"
2019-08-04 22:04:00,"Daft Punk","One More Time",320343,320.343,5.34,"agosto 19"
2019-08-04 22:08:00,"Daft Punk","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit",248408,248.408,4.14,"agosto 19"
2019-08-04 22:12:00,"Daft Punk","Instant Crush",20211,20.211,0.34,"agosto 19"
2019-08-04 22:12:00,"Daft Punk","Harder, Better, Faster, Stronger",224693,224.693,3.74,"agosto 19"
2019-08-04 22:19:00,"Daft Punk","Around the World",429533,429.533,7.16,"agosto 19"
2019-08-04 22:23:00,"Daft Punk","Something About Us",232665,232.665,3.88,"agosto 19"
2019-08-04 22:29:00,"Daft Punk","Lose Yourself to Dance",353893,353.893,5.9,"agosto 19"
2019-08-04 22:30:00,"Daft Punk","Voyager",1630,1.63,0.03,"agosto 19"
2019-08-04 22:30:00,"Daft Punk","The Son of Flynn",2161,2.161,0.04,"agosto 19"
2019-08-04 22:30:00,"The Weeknd","I Feel It Coming",20388,20.388,0.34,"agosto 19"
2019-08-04 22:30:00,"Daft Punk","Face to Face",1590,1.59,0.03,"agosto 19"
2019-08-04 22:30:00,"Daft Punk","Doin' it Right",1922,1.922,0.03,"agosto 19"
2019-08-04 22:30:00,"Daft Punk","Derezzed - From ""TRON: Legacy""/Score",2343,2.343,0.04,"agosto 19"
2019-08-04 22:30:00,"The Weeknd","Starboy",8315,8.315,0.14,"agosto 19"
2019-08-04 22:35:00,"Daft Punk","Digital Love",301373,301.373,5.02,"agosto 19"
2019-08-04 22:40:00,"Daft Punk","Give Life Back to Music",275386,275.386,4.59,"agosto 19"
2019-08-04 22:42:00,"Daft Punk","Veridis Quo",164778,164.778,2.75,"agosto 19"
2019-08-04 22:49:00,"Daft Punk","Technologic",353451,353.451,5.89,"agosto 19"
2019-08-04 23:04:00,"Daft Punk","Robot Rock",264422,264.422,4.41,"agosto 19"
2019-08-05 12:02:00,"Daft Punk","One More Time",320343,320.343,5.34,"agosto 19"
2019-08-05 12:03:00,"Daft Punk","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit",34010,34.01,0.57,"agosto 19"
2019-08-05 12:07:00,"Daft Punk","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit",214426,214.426,3.57,"agosto 19"
2019-08-05 12:10:00,"Daft Punk","Harder, Better, Faster, Stronger",224693,224.693,3.74,"agosto 19"
2019-08-05 12:16:00,"Daft Punk","Instant Crush",337560,337.56,5.63,"agosto 19"
2019-08-05 12:23:00,"Daft Punk","Around the World",429533,429.533,7.16,"agosto 19"
2019-08-05 12:27:00,"Daft Punk","Lose Yourself to Dance",16000,16,0.27,"agosto 19"
2019-08-05 12:27:00,"The Weeknd","I Feel It Coming",0,0,0,"agosto 19"
2019-08-05 12:27:00,"Daft Punk","Something About Us",232667,232.667,3.88,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","Voyager",0,0,0,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","The Son of Flynn",0,0,0,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","Digital Love",0,0,0,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","Veridis Quo",0,0,0,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","Face to Face",0,0,0,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","Doin' it Right",0,0,0,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","Give Life Back to Music",0,0,0,"agosto 19"
2019-08-05 12:28:00,"Daft Punk","Derezzed - From ""TRON: Legacy""/Score",0,0,0,"agosto 19"
2019-08-05 12:28:00,"The Weeknd","Starboy",0,0,0,"agosto 19"
2019-08-05 12:33:00,"Daft Punk","Technologic",284280,284.28,4.74,"agosto 19"
2019-08-05 12:37:00,"Daft Punk","Robot Rock",287720,287.72,4.8,"agosto 19"
2019-08-05 12:45:00,"Daft Punk","Da Funk",35680,35.68,0.59,"agosto 19"
2019-08-05 12:49:00,"Daft Punk","Da Funk",293000,293,4.88,"agosto 19"
2019-08-05 12:51:00,"Daft Punk","Make Love",105594,105.594,1.76,"agosto 19"
2019-08-05 12:54:00,"Daft Punk","Make Love",185172,185.172,3.09,"agosto 19"
2019-08-05 12:55:00,"Daft Punk","Aerodynamic - Daft Punk Remix",48209,48.209,0.8,"agosto 19"
2019-08-05 12:57:00,"Gallina Pintadita","Gallina Pintadita 2",146408,146.408,2.44,"agosto 19"
2019-08-05 12:59:00,"Gallina Pintadita","Mi Merienda",119045,119.045,1.98,"agosto 19"
2019-08-05 13:02:00,"Gallina Pintadita","Hormiguita",184786,184.786,3.08,"agosto 19"
2019-08-05 13:04:00,"Gallina Pintadita","Le Tiré el Palo al Gato",101426,101.426,1.69,"agosto 19"
2019-08-05 13:06:00,"Gallina Pintadita","Pin Pón",129660,129.66,2.16,"agosto 19"
2019-08-05 13:10:00,"Gallina Pintadita","Perro Amigo",258578,258.578,4.31,"agosto 19"
2019-08-05 13:13:00,"Gallina Pintadita","El Cuello de la Jirafa",175079,175.079,2.92,"agosto 19"
2019-08-05 13:17:00,"Gallina Pintadita","Maestro Andrés",200754,200.754,3.35,"agosto 19"
2019-08-05 13:18:00,"Gallina Pintadita","Mariposita",103980,103.98,1.73,"agosto 19"
2019-08-05 13:20:00,"Gallina Pintadita","Sapo Cururú",121766,121.766,2.03,"agosto 19"
2019-08-05 13:28:00,"Gallina Pintadita","La Canoa Se Volteó",148231,148.231,2.47,"agosto 19"
2019-08-05 13:36:00,"Gallina Pintadita","La Canoa Se Volteó",8670,8.67,0.14,"agosto 19"
2019-08-05 14:21:00,"Gallina Pintadita","Mi Gallito",88588,88.588,1.48,"agosto 19"
2019-08-05 18:23:00,"Jay Rock","King's Dead (with Kendrick Lamar, Future & James Blake)",225266,225.266,3.75,"agosto 19"
2019-08-05 20:39:00,"Jay Rock","Wow Freestyle (feat. Kendrick Lamar)",6860,6.86,0.11,"agosto 19"
2019-08-05 20:39:00,"Kendrick Lamar","All The Stars (with SZA)",54143,54.143,0.9,"agosto 19"
2019-08-05 20:42:00,"Kendrick Lamar","DNA.",185946,185.946,3.1,"agosto 19"
2019-08-05 20:49:00,"Kendrick Lamar","Money Trees",386906,386.906,6.45,"agosto 19"
2019-08-05 20:54:00,"Kendrick Lamar","Swimming Pools (Drank) - Extended Version",313786,313.786,5.23,"agosto 19"
2019-08-05 20:58:00,"Kendrick Lamar","King Kunta",234693,234.693,3.91,"agosto 19"
2019-08-05 21:01:00,"Kendrick Lamar","ELEMENT.",208733,208.733,3.48,"agosto 19"
2019-08-05 21:05:00,"Kendrick Lamar","Backseat Freestyle",212653,212.653,3.54,"agosto 19"
2019-08-05 21:09:00,"Kendrick Lamar","Alright",219333,219.333,3.66,"agosto 19"
2019-08-05 21:12:00,"Kendrick Lamar","HUMBLE.",177000,177,2.95,"agosto 19"
2019-08-05 21:15:00,"Kendrick Lamar","LOYALTY. FEAT. RIHANNA.",227360,227.36,3.79,"agosto 19"
2019-08-05 21:48:00,"Gallina Pintadita","Si Esa Calle Fuesse Mía",14550,14.55,0.24,"agosto 19"
2019-08-05 21:48:00,"Gallina Pintadita","Si Esa Calle Fuesse Mía",31318,31.318,0.52,"agosto 19"
2019-08-05 21:48:00,"Gallina Pintadita","Mi Gallito",50935,50.935,0.85,"agosto 19"
2019-08-05 21:57:00,"GASTRONOMICAST","GASTRONOMICAST 076 – Gadgets de cocina",1645,1.645,0.03,"agosto 19"
2019-08-05 21:57:00,"Peras y manzanas","¿Cómo funciona el presupuesto?",1262,1.262,0.02,"agosto 19"
2019-08-05 21:57:00,"Peras y manzanas","¿Cómo funciona el presupuesto?",495629,495.629,8.26,"agosto 19"
2019-08-05 22:11:00,"Peras y manzanas","¿Cómo funciona el presupuesto?",814676,814.676,13.58,"agosto 19"
2019-08-05 22:12:00,"GASTRONOMICAST","GASTRONOMICAST 076 – Gadgets de cocina",51975,51.975,0.87,"agosto 19"
2019-08-05 22:12:00,"Oasis","She's Electric - Remastered",8690,8.69,0.14,"agosto 19"
2019-08-05 22:15:00,"Oasis","She's Electric - Remastered",220920,220.92,3.68,"agosto 19"
2019-08-05 22:16:00,"The Kooks","She Moves In Her Own Way",3488,3.488,0.06,"agosto 19"
2019-08-05 22:16:00,"Arctic Monkeys","Arabella",1771,1.771,0.03,"agosto 19"
2019-08-05 22:16:00,"Arctic Monkeys","Fluorescent Adolescent",4833,4.833,0.08,"agosto 19"
2019-08-05 22:16:00,"Oasis","Don't Look Back in Anger - Remastered",4125,4.125,0.07,"agosto 19"
2019-08-05 22:16:00,"Two Door Cinema Club","What You Know",7963,7.963,0.13,"agosto 19"
2019-08-05 22:16:00,"Arctic Monkeys","Why'd You Only Call Me When You're High?",3024,3.024,0.05,"agosto 19"
2019-08-05 22:16:00,"Arctic Monkeys","When The Sun Goes Down",1202,1.202,0.02,"agosto 19"
2019-08-05 22:16:00,"Arctic Monkeys","R U Mine?",4858,4.858,0.08,"agosto 19"
2019-08-05 22:16:00,"Red Hot Chili Peppers","Californication",8845,8.845,0.15,"agosto 19"
2019-08-05 22:16:00,"Razorlight","America",931,0.931,0.02,"agosto 19"
2019-08-05 22:16:00,"The Kooks","Naive",3879,3.879,0.06,"agosto 19"
2019-08-05 22:43:00,"Arctic Monkeys","Do I Wanna Know?",118922,118.922,1.98,"agosto 19"
2019-08-06 01:05:00,"Arctic Monkeys","Do I Wanna Know?",2772,2.772,0.05,"agosto 19"
2019-08-06 01:07:00,"Arctic Monkeys","Do I Wanna Know?",153616,153.616,2.56,"agosto 19"
2019-08-06 01:10:00,"Eagles","Hotel California - 2013 Remaster",127438,127.438,2.12,"agosto 19"
2019-08-06 01:13:00,"Oasis","Where Did It All Go Wrong?",1446,1.446,0.02,"agosto 19"
2019-08-06 01:13:00,"Oasis","The Importance of Being Idle",352,0.352,0.01,"agosto 19"
2019-08-06 01:13:00,"Oasis","My Big Mouth",824,0.824,0.01,"agosto 19"
2019-08-06 01:13:00,"Oasis","Married with Children - Remastered",195000,195,3.25,"agosto 19"
2019-08-06 01:13:00,"Oasis","Half the World Away - Remastered",1000,1,0.02,"agosto 19"
2019-08-06 01:13:00,"Oasis","Little By Little",1088,1.088,0.02,"agosto 19"
2019-08-06 01:14:00,"Oasis","Roll with It - Remastered",60005,60.005,1,"agosto 19"
2019-08-06 01:14:00,"Oasis","Gas Panic!",1217,1.217,0.02,"agosto 19"
2019-08-06 01:18:00,"Oasis","Acquiesce - Remastered",23,0.023,0,"agosto 19"
2019-08-06 01:18:00,"Oasis","Acquiesce - Remastered",0,0,0,"agosto 19"
2019-08-06 01:18:00,"Oasis","Go Let It Out",251266,251.266,4.19,"agosto 19"
2019-08-06 01:18:00,"Oasis","Stand by Me",1185,1.185,0.02,"agosto 19"
2019-08-06 01:18:00,"Oasis","Stand by Me",0,0,0,"agosto 19"
2019-08-06 01:18:00,"Oasis","Slide Away - Remastered",0,0,0,"agosto 19"
2019-08-06 01:18:00,"Oasis","Live Forever",2618,2.618,0.04,"agosto 19"
2019-08-06 01:18:00,"Oasis","Sunday Morning Call",3882,3.882,0.06,"agosto 19"
2019-08-06 01:18:00,"Oasis","Sunday Morning Call",0,0,0,"agosto 19"
2019-08-06 01:18:00,"Oasis","It's Gettin' Better (Man!!)",0,0,0,"agosto 19"
2019-08-06 01:18:00,"Oasis","It's Gettin' Better (Man!!)",346,0.346,0.01,"agosto 19"
2019-08-06 01:19:00,"Oasis","Champagne Supernova - Remastered",1896,1.896,0.03,"agosto 19"
2019-08-06 01:19:00,"Oasis","She Is Love",1465,1.465,0.02,"agosto 19"
2019-08-06 01:19:00,"Oasis","Roll It Over",2570,2.57,0.04,"agosto 19"
2019-08-06 01:19:00,"Oasis","D'You Know What I Mean?",1651,1.651,0.03,"agosto 19"
2019-08-06 01:19:00,"Oasis","Fade Away - Remastered",1955,1.955,0.03,"agosto 19"
2019-08-06 01:19:00,"Oasis","Wonderwall - Remastered",4942,4.942,0.08,"agosto 19"
2019-08-06 01:23:00,"Oasis","Lord Don't Slow Me Down",890,0.89,0.01,"agosto 19"
2019-08-06 01:23:00,"Oasis","Shakermaker - Remastered",2160,2.16,0.04,"agosto 19"
2019-08-06 01:23:00,"Oasis","Talk Tonight - Remastered",248040,248.04,4.13,"agosto 19"
2019-08-06 01:23:00,"Oasis","Magic Pie - Remastered",32,0.032,0,"agosto 19"
2019-08-06 01:23:00,"Oasis","Don't Look Back in Anger - Remastered",6917,6.917,0.12,"agosto 19"
2019-08-06 01:23:00,"Oasis","Round Are Way - Remastered",1459,1.459,0.02,"agosto 19"
2019-08-06 01:23:00,"Oasis","Who Feels Love?",344,0.344,0.01,"agosto 19"
2019-08-06 01:23:00,"Oasis","I'm Outta Time",833,0.833,0.01,"agosto 19"
2019-08-06 01:23:00,"Oasis","Let There Be Love",669,0.669,0.01,"agosto 19"
2019-08-06 01:23:00,"Oasis","Some Might Say - Remastered",628,0.628,0.01,"agosto 19"
2019-08-06 01:23:00,"Oasis","The Hindu Times",849,0.849,0.01,"agosto 19"
2019-08-06 01:23:00,"Oasis","Cigarettes & Alcohol",0,0,0,"agosto 19"
2019-08-06 01:23:00,"Oasis","The Shock Of The Lightning",3651,3.651,0.06,"agosto 19"
2019-08-06 01:24:00,"Oasis","Hey Now - Remastered",0,0,0,"agosto 19"
2019-08-06 01:24:00,"Oasis","Supersonic - Remastered",0,0,0,"agosto 19"
2019-08-06 01:24:00,"Oasis","Songbird",0,0,0,"agosto 19"
2019-08-06 01:24:00,"Oasis","Cast No Shadow - Remastered",0,0,0,"agosto 19"
2019-08-06 01:24:00,"Oasis","The Masterplan - Remastered",0,0,0,"agosto 19"
2019-08-06 01:24:00,"Oasis","Hello - Remastered",0,0,0,"agosto 19"
2019-08-06 01:30:00,"Oasis","Stop Crying Your Heart Out",303114,303.114,5.05,"agosto 19"
2019-08-06 01:40:00,"Oasis","Whatever - Remastered",70271,70.271,1.17,"agosto 19"
2019-08-06 12:09:00,"Oasis","Don't Look Back in Anger - Remastered",18212,18.212,0.3,"agosto 19"
2019-08-06 12:09:00,"Oasis","Wonderwall - Remastered",3788,3.788,0.06,"agosto 19"
2019-08-06 12:14:00,"Oasis","Don't Look Back in Anger - Remastered",289560,289.56,4.83,"agosto 19"
2019-08-06 12:16:00,"Oasis","Don't Go Away",134514,134.514,2.24,"agosto 19"
2019-08-06 12:18:00,"Oasis","Don't Go Away",154947,154.947,2.58,"agosto 19"
2019-08-06 12:26:00,"Oasis","Magic Pie - Remastered",430373,430.373,7.17,"agosto 19"
2019-08-06 12:30:00,"Oasis","Go Let It Out",278400,278.4,4.64,"agosto 19"
2019-08-06 12:35:00,"Oasis","Falling Down",260080,260.08,4.33,"agosto 19"
2019-08-06 12:43:00,"Oasis","Rock 'N' Roll Star - Remastered",2059,2.059,0.03,"agosto 19"
2019-08-06 12:43:00,"Oasis","Talk Tonight - Remastered",143000,143,2.38,"agosto 19"
2019-08-06 12:43:00,"Oasis","Magic Pie - Remastered",8789,8.789,0.15,"agosto 19"
2019-08-06 12:44:00,"Oasis","Magic Pie - Remastered",2964,2.964,0.05,"agosto 19"
2019-08-06 12:45:00,"Oasis","Rock 'N' Roll Star - Remastered",84377,84.377,1.41,"agosto 19"
2019-08-06 12:49:00,"Oasis","Rock 'N' Roll Star - Remastered",238677,238.677,3.98,"agosto 19"
2019-08-06 12:54:00,"Oasis","Stay Young - Remastered",308173,308.173,5.14,"agosto 19"
2019-08-06 12:59:00,"Oasis","Lyla",310440,310.44,5.17,"agosto 19"
2019-08-06 13:04:00,"Oasis","Falling Down",260064,260.064,4.33,"agosto 19"
2019-08-06 13:15:00,"Oasis","All Around the World",560000,560,9.33,"agosto 19"
